ID,Al(wt%),As(wt%),B(wt%),Bi(wt%),C(wt%),Ca(wt%),Ce(wt%),Cl(wt%),Co(wt%),Cr(wt%),Cu(wt%),F(wt%),Fe(wt%),H(wt%),La(wt%),Mg(wt%),Mn(wt%),Mo(wt%),N(wt%),Na(wt%),Nb(wt%),Ni(wt%),O(wt%),P(wt%),Pb(wt%),S(wt%),Sb(wt%),Si(wt%),Sn(wt%),Ta(wt%),Ti(wt%),V(wt%),W(wt%),Y(wt%),Zn(wt%),Zr(wt%),Processing_Description,YS(MPa),UTS(MPa),El(%)
649,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",338.0,437.0,35.1
650,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",336.0,430.0,34.21
651,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",195.0,337.0,38.15
652,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",440.0,522.0,32.8
653,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",412.0,456.0,35.14
654,0.0,0,0.0,0,0.07,0,0,0,0.0,0.72,0.0,0,96.684,0,0,0,1.05,0.0,0.0,0,0.046,1.12,0.0,0.0,0,0.0,0,0.31,0,0,0.0,0.0,0.0,0,0,0,"The two steels are Nb micro-alloyed and V-Ti micro-alloyed, which are termed hereafter as Nb steel and V-Ti steel, respectively. According to the designed chemical composition, the steel ingots were smelted in a vacuum smelting furnace under an Ar atmosphere. The contents of hydrogen and oxygen in steels were controlled below 2.5 ppm and 15 ppm by vacuum melting respectively, which were measured by Leco Oxygen Nitrogen Hydrogen Analyzer (TCH 600), as show in Fig. 1 of Supplementary Materials. The as-prepared castings were then heated at 1150 °C for 2 h and hot forged to billets with a cross-section dimension of 45 × 70 mm2. Then, after homogenized at 1200 °C for 2 h, the slabs were hot rolled to 3.0 mm in thickness through five passes within the temperatures range of 1050-850 °C, followed by laminar cooling to 400 °C (cooling rate, 30-50 °C.s-1) and air cooling to ambient temperature to avoid the formation of pearlite.",810.0,1139.0,15.8
655,0.0,0,0.0,0,0.06,0,0,0,0.0,0.7,0.0,0,96.5,0,0,0,1.2,0.0,0.0,0,0.0,1.1,0.0,0.0,0,0.0,0,0.24,0,0,0.14,0.06,0.0,0,0,0,"The two steels are Nb micro-alloyed and V-Ti micro-alloyed, which are termed hereafter as Nb steel and V-Ti steel, respectively. According to the designed chemical composition, the steel ingots were smelted in a vacuum smelting furnace under an Ar atmosphere. The contents of hydrogen and oxygen in steels were controlled below 2.5 ppm and 15 ppm by vacuum melting respectively, which were measured by Leco Oxygen Nitrogen Hydrogen Analyzer (TCH 600), as show in Fig. 1 of Supplementary Materials. The as-prepared castings were then heated at 1150 °C for 2 h and hot forged to billets with a cross-section dimension of 45 × 70 mm2. Then, after homogenized at 1200 °C for 2 h, the slabs were hot rolled to 3.0 mm in thickness through five passes within the temperatures range of 1050-850 °C, followed by laminar cooling to 400 °C (cooling rate, 30-50 °C.s-1) and air cooling to ambient temperature to avoid the formation of pearlite.",762.0,1043.0,17.0
656,0.0,0,0.0,0,0.08,0,0,0,0.0,0.0,0.0,0,98.27,0,0,0,1.45,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.2,0,0,0.0,0.0,0.0,0,0,0,"The commercial PF pipeline steel was reheated at 1180°C for 230min, and then rolled in two stages, rough-rolling and finish-rolling. The rough-rolling stage for the steel was started for rolling at 1130°C from thickness of 230-40mm in seven steps; then the finish-rolling stage was started at 1020°C and finished rolling at 840°C from thickness of 40-7mm in another seven steps, and after that the steel was cooled to 600°C at 20°C/s for coiling and finally air cooled to room temperature. The laboratory developed AF pipeline steel, designed by the authors, was smelted in a 100-kg vacuum induction furnace. According to our previous work, the continuous cooling transformation (CCT) diagrams of the experimental steel measured by Formastor-F and Gleeble-3500 , the hot rolling experiment was carried out on a pilot rolling mill with twin rolls of 370mm in diameter. The AF pipeline steel was reheated at 1150°C for 50min, started rolling at 1050°C and finished rolling at 750°C from thickness of 70-7mm in seven steps, then cooled to 600°C at 20°C/s in order to obtain the AF microstructure, finally held at 600°C for 1h and furnace cooled to room temperature to simulate the coiling process. Specimens taken from the transverse cross-section planes of the steels were mechanically polished and etched by a 3pct nital solution, and then microstructures were observed by an S-3400N scanning electron microscope (SEM). Specimens for tensile tests were cut from the middle of the rolled plates in the longitudinal direction and tests were conducted at room temperature at a crosshead speed of 5mm/min on a SCHENCK-100KN servo-hydraulic machine, according to the standard of ASTM E8M-04. Thin foils for TEM observation were taken from the transverse cross-section planes of the steel plates, mechanically thinned from 300 to 50μm, electropolished by a twin-jet electropolisher in an electrolyte consisting of 10vol pct perchloric acid and 90vol pct ethanol, and then were examined on a JEM-2010 high resolution TEM operating at 200kV.",530.0,600.0,26.0
657,0.0,0,0.0,0,0.025,0,0,0,0.0,0.0,0.0,0,97.855,0,0,0,1.56,0.32,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.24,0,0,0.0,0.0,0.0,0,0,0,"The commercial PF pipeline steel was reheated at 1180°C for 230min, and then rolled in two stages, rough-rolling and finish-rolling. The rough-rolling stage for the steel was started for rolling at 1130°C from thickness of 230-40mm in seven steps; then the finish-rolling stage was started at 1020°C and finished rolling at 840°C from thickness of 40-7mm in another seven steps, and after that the steel was cooled to 600°C at 20°C/s for coiling and finally air cooled to room temperature. The laboratory developed AF pipeline steel, designed by the authors, was smelted in a 100-kg vacuum induction furnace. According to our previous work, the continuous cooling transformation (CCT) diagrams of the experimental steel measured by Formastor-F and Gleeble-3500 , the hot rolling experiment was carried out on a pilot rolling mill with twin rolls of 370mm in diameter. The AF pipeline steel was reheated at 1150°C for 50min, started rolling at 1050°C and finished rolling at 750°C from thickness of 70-7mm in seven steps, then cooled to 600°C at 20°C/s in order to obtain the AF microstructure, finally held at 600°C for 1h and furnace cooled to room temperature to simulate the coiling process. Specimens taken from the transverse cross-section planes of the steels were mechanically polished and etched by a 3pct nital solution, and then microstructures were observed by an S-3400N scanning electron microscope (SEM). Specimens for tensile tests were cut from the middle of the rolled plates in the longitudinal direction and tests were conducted at room temperature at a crosshead speed of 5mm/min on a SCHENCK-100KN servo-hydraulic machine, according to the standard of ASTM E8M-04. Thin foils for TEM observation were taken from the transverse cross-section planes of the steel plates, mechanically thinned from 300 to 50μm, electropolished by a twin-jet electropolisher in an electrolyte consisting of 10vol pct perchloric acid and 90vol pct ethanol, and then were examined on a JEM-2010 high resolution TEM operating at 200kV.",626.0,716.0,23.1
658,0.02,0,0.0,0,0.063,0,0,0,0.0,0.01,0.01,0,94.1395,0,0,0,5.5,0.01,0.0035,0,0.0,0.01,0.0,0.0,0,0.0,0,0.22,0,0,0.014,0.0,0.0,0,0,0,"The experimental steels were melted in a vacuum induction furnace and cast as 155 kg ingots. The chemical composition of the experimental steels in weight percent is shown in Table 1 . Low carbon of ~0.065% and medium Mn of ~5.5% alloying was designed. To study the effect of Ti content on the microstructural evolution and mechanical properties of low C medium Mn steel, Ti content was selected as 0.014% (steel A), 0.032% (steel B), and 0.053% (steel C), respectively. A schematic illustration of TMCP and annealing process of experimental steels is shown in Fig. 1 . The slabs with thickness of 140 mm were heated to 1200 °C and holding for 3 h in a heating furnace, and then air-cooled to 1000 °C.",650.0,801.0,31.9
659,0.02,0,0.0,0,0.065,0,0,0,0.0,0.01,0.01,0,94.1195,0,0,0,5.51,0.01,0.0035,0,0.0,0.01,0.0,0.0,0,0.0,0,0.21,0,0,0.032,0.0,0.0,0,0,0,"The experimental steels were melted in a vacuum induction furnace and cast as 155 kg ingots. The chemical composition of the experimental steels in weight percent is shown in Table 1 . Low carbon of ~0.065% and medium Mn of ~5.5% alloying was designed. To study the effect of Ti content on the microstructural evolution and mechanical properties of low C medium Mn steel, Ti content was selected as 0.014% (steel A), 0.032% (steel B), and 0.053% (steel C), respectively. A schematic illustration of TMCP and annealing process of experimental steels is shown in Fig. 1 . The slabs with thickness of 140 mm were heated to 1200 °C and holding for 3 h in a heating furnace, and then air-cooled to 1000 °C.",790.0,883.0,27.4
660,0.02,0,0.0,0,0.064,0,0,0,0.0,0.01,0.01,0,94.0995,0,0,0,5.52,0.01,0.0035,0,0.0,0.01,0.0,0.0,0,0.0,0,0.2,0,0,0.053,0.0,0.0,0,0,0,"The experimental steels were melted in a vacuum induction furnace and cast as 155 kg ingots. The chemical composition of the experimental steels in weight percent is shown in Table 1 . Low carbon of ~0.065% and medium Mn of ~5.5% alloying was designed. To study the effect of Ti content on the microstructural evolution and mechanical properties of low C medium Mn steel, Ti content was selected as 0.014% (steel A), 0.032% (steel B), and 0.053% (steel C), respectively. A schematic illustration of TMCP and annealing process of experimental steels is shown in Fig. 1 . The slabs with thickness of 140 mm were heated to 1200 °C and holding for 3 h in a heating furnace, and then air-cooled to 1000 °C.",800.0,885.0,25.1
661,0.0,0,0.0,0,0.08,0,0,0,0.0,0.0,0.0,0,97.963,0,0,0,1.52,0.11,0.0,0,0.035,0.0,0.0,0.004,0,0.003,0,0.2,0,0,0.085,0.0,0.0,0,0,0,"A Ti-Nb-Mo and Ti-Nb microalloyed steels (referred as A and B) were melted in a high frequency induction furnace and cast as 40kg ingots. The ingots were forged into 80mm thick square billet after soaking at 1200°C for 2h and thermomechanically processed using a laboratory-scale rolling mill. The billet was subjected to ~85% reduction to final thickness of 12mm. The end temperature of the finish rolling was controlled to 835°C, thereafter, the 12mm thick plates was air cooled at a cooling rate of ~2°C/s to 600°C and then water-quenched to room temperature, as schematically shown in Fig. 1. Transmission electron microscopy (TEM) foils were prepared by cutting slices from the plates, mechanically thinning to 0.05mm, and twin-jet electropolishing to perforation using a solution of 5% perchloric acid and 95% ethanol at -20°C.",747.0,974.0,16.0
